source, source.label, ref_area
"FF:996","ADM-LIR - Labour Inspectorate Records","CHN"
"FI:783","ADM-RWO - Records of Workers' Organizations","CHN"
"FX:3331","ADM - Labour legislation","CHN"
"FX:8362","ADM - Statistical Yearbook","CHN"
"EA:995","OE - Official Estimates","CHN"
"GA:8301","CPS - Consumer Price Survey","CHN"
"XA:6543","ILO - Social Security Inquiry Database","CHN"
"XA:2070","ILO - Modelled Estimates","CHN"
"XA:3186","ILO - INWORK Estimates","CHN"
"XA:16158","ILO - Calculations based on information from ILO textual sources","CHN"
"BA:7345","LFS - National Survey on the Employment Situation","CIV"
"BA:14098","LFS - Regional Integrated Survey on Employment and the Informal Sector","CIV"
"BB:16197","HIES - Living Standards Measurement Survey","CIV"
"BX:15692","HS - Multiple Indicator Cluster Survey, UNICEF","CIV"
"AA:997","PC - Population and Housing Census","CIV"
"FX:3325","ADM - Labour legislation","CIV"
"EA:998","OE - Official Estimates","CIV"
"GA:8289","CPS - Consumer Price Index, Africans","CIV"
"GA:2340","CPS - Consumer Price Index, Europeans","CIV"
"XA:6410","ILO - Social Security Inquiry Database","CIV"
"XA:1950","ILO - Modelled Estimates","CIV"
"XA:15832","ILO - Calculations based on information from ILO textual sources","CIV"
"BX:742","HS - Employment and Informal Sector Survey","CMR"
"BX:1002","HS - Other Household Survey","CMR"
"BX:7419","HS - Household Survey","CMR"
"BX:7336","HS - Multiple Indicator Cluster Survey, UNICEF","CMR"
"AA:1001","PC - Population Census","CMR"
"DA:1003","ES - Labour-related Establishment Survey","CMR"
"FB:1005","ADM-EOR - Databank of job-seekers","CMR"
"FX:1008","ADM - Administrative records and related sources","CMR"
"FX:3321","ADM - Labour legislation","CMR"
"FX:1007","ADM - Other Administrative records and related sources","CMR"
"EA:1004","OE - Official Estimates","CMR"
"GA:752","CPS - Consumer Price Survey","CMR"
"GA:8286","CPS - Consumer Price Survey, Africans","CMR"
"GA:8287","CPS - Consumer Price Survey, Europeans","CMR"
"XA:6551","ILO - Social Security Inquiry Database","CMR"
"XA:2085","ILO - Modelled Estimates","CMR"
"XA:16143","ILO - Calculations based on information from ILO textual sources","CMR"
"XX:16048","OS - Estimations based on administrative data","CMR"
"BA:3051","LFS - Survey on Employment and household's living conditions","COD"
"BB:7091","HIES - Indicator Cluster Survey","COD"
"BX:7326","HS - Multiple Indicator Cluster Survey, UNICEF","COD"
"FX:3318","ADM - Labour legislation","COD"
"EA:1010","OE - Official Estimates","COD"
"GA:2263","CPS - Consumer Price Survey","COD"
"XA:6472","ILO - Social Security Inquiry Database","COD"
"XA:2093","ILO - Modelled Estimates","COD"
"XA:15755","ILO - Calculations based on information from ILO textual sources","COD"
"BA:2624","LFS - Employment Survey","COG"
"BB:12942","HIES - Core Welfare Indicators Questionnaire","COG"
"BX:15693","HS - Multiple Indicator Cluster Survey, UNICEF","COG"
"BX:14076","HS - School to Work Transition Survey","COG"
"AA:1011","PC - Population Census","COG"
"DA:1012","ES - Labour-related Establishment Survey","COG"
"FX:3308","ADM - Administrative records and related sources","COG"
"FX:16102","ADM - Legislation du Travail","COG"
"GA:15667","CPS - Consumer Price Survey","COG"
"GA:8288","CPS - Consumer Price Index, Africans","COG"
"GA:2338","CPS - Consumer Price Index, Europeans","COG"
"XA:6559","ILO - Social Security Inquiry Database","COG"
"XA:2101","ILO - Modelled Estimates","COG"
"XA:16166","ILO - Calculations based on information from ILO textual sources","COG"
"BA:15665","LFS - Labour Force Survey","COK"
"BB:14048","HIES - Household Income and Expenditure Survey","COK"
"AA:1013","PC - Population Census","COK"
"DA:1015","ES - Survey of Employment, Wages and Salaries","COK"
"FX:16090","ADM - Legislation du Travail","COK"
"GA:2341","CPS - Consumer Price Survey","COK"
"XA:6433","ILO - Social Security Inquiry Database","COK"
"XA:16136","ILO - Calculations based on information from ILO textual sources","COK"
"BA:358","LFS - Integrated Household Survey","COL"
"BB:15891","HIES - National Survey of Quality of Life","COL"
"BC:14119","CLS - National Survey on Child Labour","COL"
"BX:2226","HS - Continuous Household Survey","COL"
"BX:6371","HS - School to Work Transition Survey","COL"
"AA:1016","PC - Population Census","COL"
"FA:1019","ADM-IR - Insurance Records","COL"
"FX:1020","ADM - Labour Relations Records","COL"
"FX:2579","ADM - Ministry of Health and Social Protection","COL"
"EA:1018","OE - Official Estimates","COL"
"EA:13418","OE - Estimates based on various Administrative Records","COL"
"GA:360","CPS - Consumer Price Index","COL"
"GA:2345","CPS - Consumer Price Survey, Main City","COL"
"XA:6567","ILO - Social Security Inquiry Database","COL"
"XA:2109","ILO - Modelled Estimates","COL"
"XA:15840","ILO - Calculations based on information from ILO textual sources","COL"
"BA:14125","LFS - National Survey on Employment and the Informal Sector","COM"
"BX:13363","HS - Integrated Household Survey","COM"
"BX:15708","HS - Demographic and Health Survey","COM"
"AA:1021","PC - Population Census","COM"
"FX:3298","ADM - Labour legislation","COM"
"FX:1022","ADM - Other Administrative records and related sources","COM"
"GA:13379","CPS - Consumer Price Survey","COM"
"XA:2117","ILO - Modelled Estimates","COM"
"XA:15793","ILO - Calculations based on information from ILO textual sources","COM"
"BA:7395","LFS - Continuous Multi-Objective Survey Employment and Labor Market Statistics","CPV"
"AA:1023","PC - Population Census","CPV"
"FB:1024","ADM-EOR - Employment Office Records","CPV"
"FX:1026","ADM - Other Administrative records and related sources, Occupational Injuries","CPV"
"FX:1025","ADM - Other Administrative records and related sources, Occupational Injuries","CPV"
"FX:16097","ADM - Legislation du Travail","CPV"
"GA:2347","CPS - Consumer Price Index","CPV"
"GA:12887","CPS - Consumer Price Survey, Main City","CPV"
"XA:6575","ILO - Social Security Inquiry Database","CPV"
"XA:2125","ILO - Modelled Estimates","CPV"
"XA:15848","ILO - Calculations based on information from ILO textual sources","CPV"
"BA:12883","LFS - Continuous Employment Survey","CRI"
"BX:142","HS - National Household Survey","CRI"
"BX:7407","HS - Household Survey of Multiple Purposes","CRI"
"BX:15734","HS - Multiple Indicator Cluster Survey, UNICEF","CRI"
"AA:1027","PC - Population Census","CRI"
"DA:13373","ES - National Business Survey","CRI"
"FA:1028","ADM-IR - Records of Social Security Fund","CRI"
"FF:144","ADM-LIR - Administrative Records of the Ministry of Labour and Social Security","CRI"
"FX:13361","ADM - Minimum wage decrees","CRI"
"FX:13421","ADM - Administrative Records of the Ministry of Labour and Social Security","CRI"
"FX:1029","ADM - Labour Relations Records","CRI"
"GA:2346","CPS - Consumer Price Index","CRI"
"GA:12888","CPS - Consumer Price Survey, Main City","CRI"
"XA:6403","ILO - Social Security Inquiry Database","CRI"
"XA:2133","ILO - Modelled Estimates","CRI"
"XA:15770","ILO - Calculations based on information from ILO textual sources","CRI"
"BA:361","LFS - National Employment Survey","CUB"
"AA:1034","PC - Population Census","CUB"
"FI:797","ADM-RWO - Administrative Records of the Workers' Central Union","CUB"
"FX:366","ADM - Administrative Records of the Ministry of Labour and Social Security","CUB"
"FX:362","ADM - National Statistical Information System","CUB"
"FX:3290","ADM - Labour legislation","CUB"
"FX:1035","ADM - Other Administrative records and related sources","CUB"
"EA:3484","OE - Statistical Yearbook","CUB"
"GA:2287","CPS - Consumer Price Index","CUB"
"XA:6488","ILO - Social Security Inquiry Database","CUB"
"XA:1982","ILO - Modelled Estimates","CUB"
"XA:15856","ILO - Calculations based on information from ILO textual sources","CUB"
"BA:12900","LFS - Labour Force Survey","CUW"
"GA:15668","CPS - Consumer Price Survey","CUW"
"XA:15942","ILO - Social Security Inquiry Database","CUW"
"BA:30","LFS - Labour Force Survey","CYM"
"AA:1037","PC - Population Census","CYM"
"DA:1038","ES - Labour-related Establishment Survey","CYM"
"FA:1039","ADM-IR - Insurance Records","CYM"
"FX:1040","ADM - Other Administrative records and related sources","CYM"
"EA:8321","OE - Special data collection","CYM"
"GA:2401","CPS - Consumer Price Survey","CYM"
"XA:15943","ILO - Social Security Inquiry Database","CYM"
"BE:5877","LFS-ADJ - EU Labour Force Survey adjusted series","CYP"
"BA:36","LFS - Labour Force Survey","CYP"
"BB:459","HIES - EU Statistics on Income and Living Conditions","CYP"
"AA:1041","PC - Population Census","CYP"
"DA:1042","ES - Employment Survey","CYP"
"DA:2530","ES - Employment-related Establishment Survey","CYP"
"DA:12944","ES - Structure of Earnings Survey","CYP"
"FA:38","ADM-IR - Ministry of Labour and Social Insurance Records","CYP"
"FA:3236","ADM-IR - Wages and Salaries Survey","CYP"
"FB:1046","ADM-EOR - Statistics on Registered Unemployed Persons","CYP"
"FF:41","ADM-LIR - Department of Labour Inspection","CYP"
"FX:3280","ADM - Labour legislation","CYP"
"FX:39","ADM - Ministry of Labour and Social Insurance, Deparment of Labour Relations","CYP"
"EA:7740","OE - Official Estimates","CYP"
"EA:1044","OE - Estimates based on Employment-related Surveys","CYP"
"GA:37","CPS - Consumer Price Survey","CYP"
"XA:6441","ILO - Social Security Inquiry Database","CYP"
"XA:2149","ILO - Modelled Estimates","CYP"
"XA:15801","ILO - Calculations based on information from ILO textual sources","CYP"
"XX:8250","OS - Estimates based on Trade Union Registrar","CYP"
"XX:8251","OS - Estimates based on legislation","CYP"
"BE:5898","LFS-ADJ - EU Labour Force Survey adjusted series","CZE"
"BA:149","LFS - Labour Force Sample Survey","CZE"
"BB:301","HIES - EU Statistics on Income and Living Conditions","CZE"
"AA:1049","PC - Population Census","CZE"
"CA:3083","EC - Periodic Census of Employers","CZE"
"DA:294","ES - Labour-related Establishment Survey","CZE"
"DA:1050","ES - Report on Employment and Wages","CZE"
"DA:293","ES - Structure of Earnings Survey","CZE"
"FB:1051","ADM-EOR - Registered job-seekers and vacancies Records","CZE"
"FE:8253","ADM-CA - Collective agreements by ¿MKOS, enterprise and higher-order agreements","CZE"
"FF:298","ADM-LIR - State Labour Inspection Records","CZE"
"FI:300","ADM-RWO - Trade unions records","CZE"
"FI:8252","ADM-RWO - Estimations based on self-reported membership of the main union confederations","CZE"
"FX:292","ADM - Administrative data from Social Security Administration","CZE"
"FX:3277","ADM - Labour legislation","CZE"
"FX:14045","ADM - Ministry of Interior, Alien Police Records","CZE"
"EA:7054","OE - Combination of different Sources","CZE"
"GA:295","CPS - Consumer Price Survey","CZE"
"JA:299","SNA - National Accounts","CZE"
"XA:6599","ILO - Social Security Inquiry Database","CZE"
"XA:1990","ILO - Modelled Estimates","CZE"
"XA:15864","ILO - Calculations based on information from ILO textual sources","CZE"
"BE:5887","LFS-ADJ - EU Labour Force Survey adjusted series","DEU"
"BA:2242","LFS - EU Labour Force Survey","DEU"
"BA:162","LFS - MicroCensus","DEU"
"BB:5863","HIES - EU Statistics on Income and Living Conditions","DEU"
"BX:3079","HS - German Socio-Economic Panel","DEU"
"DA:311","ES - Establishment Survey","DEU"
"DA:3500","ES - Structure of Earnings Survey","DEU"
"FA:307","ADM-IR - Insurance Records","DEU"
"FB:1070","ADM-EOR - Registered Unemployment Records","DEU"
"FI:8258","ADM-RWO - Records of union federations and independent unions","DEU"
"FX:8328","ADM - Administrative records and related sources","DEU"
"FX:1071","ADM - Labour Relations Records","DEU"
"FX:12904","ADM - Minimum Wage Act","DEU"
"FX:308","ADM - Records on Strikes and Lockouts of the Federal Employment Agency","DEU"
"EA:1068","OE - Official Estimates","DEU"
"GA:306","CPS - Consumer Price Survey","DEU"
"XA:6615","ILO - Social Security Inquiry Database","DEU"
"XA:2165","ILO - Modelled Estimates","DEU"
"XA:15881","ILO - Calculations based on information from ILO textual sources","DEU"
"BB:5860","HIES - National Household Survey","DJI"
"BX:15732","HS - Djiboutian Household Survey","DJI"
"FB:1073","ADM-EOR - Socio-economic Characteristics of Job-Seekers and Hiring by Occupation","DJI"
"EA:1072","OE - Official Estimates","DJI"
"GA:2278","CPS - Consumer Price Survey","DJI"
"XA:6504","ILO - Social Security Inquiry Database","DJI"
"XA:2173","ILO - Modelled Estimates","DJI"
"XA:15871","ILO - Calculations based on information from ILO textual sources","DJI"
"BA:1075","LFS - Labour Force Survey","DMA"
"AA:1074","PC - Population Census","DMA"
"FA:1076","ADM-IR - Insurance Records","DMA"
"FB:1077","ADM-EOR - Employment Office Records","DMA"
"FX:1078","ADM - Labour Relations Records","DMA"
"FX:16109","ADM - Legislation du Travail","DMA"
"GA:2353","CPS - Retail Price Index","DMA"
"XA:6623","ILO - Social Security Inquiry Database","DMA"
"XA:15808","ILO - Calculations based on information from ILO textual sources","DMA"
"BE:5905","LFS-ADJ - EU Labour Force Survey adjusted series","DNK"
"BA:2487","LFS - EU Labour Force Survey","DNK"
"BA:769","LFS - Labour Force Survey","DNK"
"BB:3070","HIES - EU Statistics on Income and Living Conditions","DNK"
"BX:15949","HS - Cultural Habits Survey","DNK"
"AA:1079","PC - Population Census","DNK"
"DA:1080","ES - Monthly Survey of industrial employment and labour costs","DNK"
"DA:819","ES - Structure of Earnings Survey","DNK"
"FB:1081","ADM-EOR - Registered Unemployment Records","DNK"
"FF:1082","ADM-LIR - Labour Inspectorate Records","DNK"
"FH:8254","ADM-REO - Records of Workers' Organizations","DNK"
"FI:621","ADM-RWO - Membership of Workers' Organizations","DNK"
"FI:1083","ADM-RWO - Records of Employers and Workers' Organizations","DNK"
"FJ:15958","ADM-PR - Population Register","DNK"
"FX:5864","ADM - Insurance Records","DNK"
"FX:3108","ADM - Register-based Labour Force Statistics","DNK"
"FX:3234","ADM - Register of reported Accidents at Work","DNK"
"GA:2352","CPS - Consumer Price Survey","DNK"
"XA:6449","ILO - Social Security Inquiry Database","DNK"
"XA:2181","ILO - Modelled Estimates","DNK"
"XA:15810","ILO - Calculations based on information from ILO textual sources","DNK"
"BA:13413","LFS - Continuous National Labour Force Survey","DOM"
"BA:3","LFS - National Labour Force Survey","DOM"
"BX:15694","HS - Multiple Indicator Cluster Survey, UNICEF","DOM"
"BX:14077","HS - School to Work Transition Survey","DOM"
"AA:1084","PC - Population Census","DOM"
"FA:1087","ADM-IR - Insurance Records","DOM"
"FF:8","ADM-LIR - Administrative Records of the Ministry of Labour","DOM"
"FX:1088","ADM - Other Administrative records and related sources","DOM"
"FX:16062","ADM - Other Administrative records and related sources, Industrial relations","DOM"
"EA:1086","OE - Official Estimates","DOM"
"GA:6","CPS - Consumer Price Index","DOM"
"JA:3380","SNA - National Accounts","DOM"
"XA:6631","ILO - Social Security Inquiry Database","DOM"
"XA:2189","ILO - Modelled Estimates","DOM"
"XA:15760","ILO - Calculations based on information from ILO textual sources","DOM"
"XX:7329","OS - Household or Labour Force Survey","DOM"
"BA:269","LFS - Household Employment Survey","DZA"
"BX:7218","HS - Multiple Indicator Cluster Survey, UNICEF","DZA"
"AA:1089","PC - Population and Housing Census","DZA"
"FA:1091","ADM-IR - Insurance Records","DZA"
"FX:3251","ADM - Labour legislation","DZA"
"FX:1094","ADM - Labour Relations Records","DZA"
"FX:1093","ADM - Other Administrative records and related sources","DZA"
"FX:1092","ADM - Other Administrative records and related sources, Occupational Injuries","DZA"
"EA:1090","OE - Official Estimates","DZA"
"GA:270","CPS - Consumer Price Index","DZA"
"GA:12889","CPS - Consumer Price Survey, Main City","DZA"
"XA:6451","ILO - Social Security Inquiry Database","DZA"
"XA:1829","ILO - Modelled Estimates","DZA"
"XA:15814","ILO - Calculations based on information from ILO textual sources","DZA"
"BA:19","LFS - National Survey on Employment, Unemployment and Underemployment","ECU"
"BB:8231","HIES - Households Living Conditions Survey","ECU"
"BC:2217","CLS - National Survey on Child Labour","ECU"
